OG0000278 	 3 	 4 	 chemoreception
OG0000582 	 2 	 3 	 chemoreception
OG0000587 	 2 	 2 	 chemoreception
OG0000922 	 2 	 2 	 chemoreception
OG0001114 	 2 	 4 	 chemoreception
OG0001825 	 2 	 2 	 chemoreception
OG0001880 	 2 	 1 	 chemoreception
OG0003501 	 1 	 1 	 chemoreception
OG0004775 	 2 	 1 	 chemoreception
OG0004806 	 2 	 2 	 chemoreception
OG0004882 	 2 	 1 	 chemoreception
OG0005319 	 1 	 1 	 chemoreception
OG0005771 	 2 	 1 	 chemoreception
OG0006053 	 1 	 1 	 chemoreception
OG0006056 	 1 	 1 	 chemoreception
OG0006327 	 1 	 1 	 chemoreception
OG0006736 	 2 	 1 	 chemoreception
OG0006759 	 1 	 1 	 chemoreception
OG0006768 	 1 	 1 	 chemoreception
OG0006939 	 1 	 1 	 chemoreception
OG0007541 	 1 	 1 	 chemoreception
OG0007608 	 1 	 1 	 chemoreception
OG0008621 	 1 	 1 	 chemoreception
OG0008623 	 1 	 1 	 chemoreception
OG0008828 	 1 	 1 	 chemoreception
OG0008996 	 1 	 1 	 chemoreception
OG0009682 	 1 	 1 	 chemoreception
OG0009940 	 1 	 1 	 chemoreception
OG0010093 	 1 	 1 	 chemoreception
OG0010338 	 1 	 1 	 chemoreception
OG0010487 	 1 	 1 	 chemoreception
OG0010513 	 1 	 1 	 chemoreception
OG0010756 	 1 	 1 	 chemoreception
OG0011116 	 1 	 1 	 chemoreception
OG0011573 	 1 	 1 	 chemoreception
OG0013306 	 1 	 1 	 chemoreception
